CLONENAME	GENEID	NAME	TARGETGENBANK	TARGETSEQID	VECTORNAME	GROWTH	SPECIES	CONTAINERLABEL	S.POSITIONX||S.POSITIONY
HsCD00038418	6788	STK3	NM_006281	5454093	pJP1563	test	Homo sapiens	HsxXG002541	A01
HsCD00038419	203	AK1	NM_000476	4502010	pJP1563	test	Homo sapiens	HsxXG002541	B01
HsCD00038420	1445	CSK	NM_004383	4758077	pJP1563	test	Homo sapiens	HsxXG002541	C01
HsCD00038421	5603	MAPK13	NM_002754	4506084	pJP1563	test	Homo sapiens	HsxXG002541	D01
HsCD00038422	5605	MAP2K2	NM_030662	13489053	pJP1563	test	Homo sapiens	HsxXG002541	E01
HsCD00038423	5606	MAP2K3	NM_002756	4506098	pJP1563	test	Homo sapiens	HsxXG002541	F01
HsCD00038424	8536	CAMK1	NM_003656	4580415	pJP1563	test	Homo sapiens	HsxXG002541	G01
HsCD00038425	4296	MAP3K11	BC011263	15030036	pJP1563	test	Homo sapiens	HsxXG002541	H01
HsCD00038426	5607	MAP2K5	BC008838	14250737	pJP1563	test	Homo sapiens	HsxXG002541	A02
HsCD00039185	1432	MAPK14	BC000092	12652686	pJP1563	test	Homo sapiens	HsxXG002541	B02
HsCD00038427	983	CDC2	BC014563	15778966	pJP1563	test	Homo sapiens	HsxXG002541	C02
HsCD00038428	472	ATM	BC007023	13937840	pJP1563	test	Homo sapiens	HsxXG002541	D02
HsCD00038429	369	ARAF1	BC007514	33873662	pJP1563	test	Homo sapiens	HsxXG002541	E02
HsCD00038430	1111	CHEK1	AF016582	2367668	pJP1563	test	Homo sapiens	HsxXG002541	F02
HsCD00038431	1454	CSNK1E	L37043	852056	pJP1563	test	Homo sapiens	HsxXG002541	G02
HsCD00038432	1956	EGFR	U48722	1628549	pJP1563	test	Homo sapiens	HsxXG002541	H02
HsCD00038433	1020	CDK5	BC005115	13477282	pJP1563	test	Homo sapiens	HsxXG002541	A03
HsCD00038434	6446	SGK	BC001263	12654838	pJP1563	test	Homo sapiens	HsxXG002541	B03
HsCD00038647	5602	MAPK10	NM_002753	4506080	pJP1563	test	Homo sapiens	HsxXG002541	C03
HsCD00038648	5610	PRKR	NM_002759	4506102	pJP1563	test	Homo sapiens	HsxXG002541	D03
HsCD00038435	5170	PDPK1	BC012103	15082378	pJP1563	test	Homo sapiens	HsxXG002541	E03
HsCD00038436	204	AK2	BC009405	14424798	pJP1563	test	Homo sapiens	HsxXG002541	F03
HsCD00038649	5594	MAPK1	BC017832	17389605	pJP1563	test	Homo sapiens	HsxXG002541	G03
HsCD00038437	1956	EGFR	NM_005228	41327737	pJP1563	test	Homo sapiens	HsxXG002541	H03
HsCD00038438	2064	ERBB2	NM_004448	4758297	pJP1563	test	Homo sapiens	HsxXG002541	A04
HsCD00039162	2305	MPP2	NM_005374	18765724	pJP1563	test	Homo sapiens	HsxXG002541	B04
HsCD00038439	127933	UHMK1	NM_144624	21389438	pJP1563	test	Homo sapiens	HsxXG002541	C04
HsCD00038440	8814	CDKL1	NM_004196	37596296	pJP1563	test	Homo sapiens	HsxXG002541	D04
HsCD00038441	23604	DAPK2	NM_014326	14670382	pJP1563	test	Homo sapiens	HsxXG002541	E04
HsCD00038442	65061	ALS2CR7	NM_139158	21040234	pJP1563	test	Homo sapiens	HsxXG002541	F04
HsCD00038443	1119	CHKA	NM_001277	47078275	pJP1563	test	Homo sapiens	HsxXG002541	G04
HsCD00038444	673	BRAF	NM_004333	33188458	pJP1563	test	Homo sapiens	HsxXG002541	H04
HsCD00038445	9113	LATS1	NM_004690	10862687	pJP1563	test	Homo sapiens	HsxXG002541	A05
HsCD00038446	5156	PDGFRA	NM_006206	15451787	pJP1563	test	Homo sapiens	HsxXG002541	B05
HsCD00038447	1956	EGFR	NM_005228	41327737	pJP1563	test	Homo sapiens	HsxXG002541	C05
HsCD00038448	3643	INSR	NM_000208	4557883	pJP1563	test	Homo sapiens	HsxXG002541	D05
HsCD00038449	673	BRAF	NM_004333	33188458	pJP1563	test	Homo sapiens	HsxXG002541	E05
HsCD00038696	26576	STK23	NM_014370	7657628	pJP1563	test	Homo sapiens	HsxXG002541	F05
HsCD00038697	1760	DMPK	NM_004409	47059023	pJP1563	test	Homo sapiens	HsxXG002541	G05
HsCD00038698	5207	PFKFB1	NM_002625	4505744	pJP1563	test	Homo sapiens	HsxXG002541	H05
HsCD00038699	3609	MPP4	NM_033066	14780901	pJP1563	test	Homo sapiens	HsxXG002541	A06
HsCD00038700	57787	MARK4	NM_031417	33636755	pJP1563	test	Homo sapiens	HsxXG002541	B06
HsCD00038701	154043	MAGI1	NM_004742	9257194	pJP1563	test	Homo sapiens	HsxXG002541	C06
HsCD00038702	11040	PIM2	BC018111	17390244	pJP1563	test	Homo sapiens	HsxXG002541	D06
HsCD00038704	55224	ETNK2	BC010082	14603243	pJP1563	test	Homo sapiens	HsxXG002541	E06
HsCD00038705	29941	PKN3	BC062558	38565959	pJP1563	test	Homo sapiens	HsxXG002541	F06
HsCD00039155	55351	STK32B	BC038238	23398527	pJP1563	test	Homo sapiens	HsxXG002541	G06
HsCD00038706	55437	ALS2CR2	BC008302	14249853	pJP1563	test	Homo sapiens	HsxXG002541	H06
HsCD00038707	221264	C6orf199	BC022031	18314440	pJP1563	test	Homo sapiens	HsxXG002541	A07
HsCD00038708	3099	HK2	BC064369	39963173	pJP1563	test	Homo sapiens	HsxXG002541	B07
HsCD00038709	5609	MAP2K7	BC038295	23468314	pJP1563	test	Homo sapiens	HsxXG002541	C07
HsCD00038712	2050	EPHB4	BC052804	31127084	pJP1563	test	Homo sapiens	HsxXG002541	F07
HsCD00038713	8550	MAPKAPK5	BC047284	28704100	pJP1563	test	Homo sapiens	HsxXG002541	G07
HsCD00038714	8899	PRPF4B	BC034969	23271008	pJP1563	test	Homo sapiens	HsxXG002541	H07
HsCD00038715	2931	GSK3A	BC051865	34194605	pJP1563	test	Homo sapiens	HsxXG002541	A08
HsCD00038716	65975	STK33	BC031231	22658391	pJP1563	test	Homo sapiens	HsxXG002541	B08
HsCD00038717	10200	MPP6	BC023638	33879924	pJP1563	test	Homo sapiens	HsxXG002541	C08
HsCD00038718	699	BUB1	BC028201	20381367	pJP1563	test	Homo sapiens	HsxXG002541	D08
HsCD00039156	8444	DYRK3	BC015501	15930120	pJP1563	test	Homo sapiens	HsxXG002541	E08
HsCD00038721	9414	TJP2	BC027592	20379537	pJP1563	test	Homo sapiens	HsxXG002541	F08
HsCD00038722	9060	PAPSS2	BC009894	14602765	pJP1563	test	Homo sapiens	HsxXG002541	G08
HsCD00038723	50488	MINK1	BC034673	21961594	pJP1563	test	Homo sapiens	HsxXG002541	H08
HsCD00038724	6850	SYK	BC002962	12804208	pJP1563	test	Homo sapiens	HsxXG002541	A09
HsCD00039157	56155	TEX14	BC040526	26251780	pJP1563	test	Homo sapiens	HsxXG002541	B09
HsCD00038725	284656	EPHA10	BC067734	45709949	pJP1563	test	Homo sapiens	HsxXG002541	C09
HsCD00038726	92	ACVR2A	BC067418	45708975	pJP1563	test	Homo sapiens	HsxXG002541	D09
HsCD00038727	253430	IPMK	BC065709	41351291	pJP1563	test	Homo sapiens	HsxXG002541	E09
HsCD00038728	5753	PTK6	BC035843	23243301	pJP1563	test	Homo sapiens	HsxXG002541	F09
HsCD00039154	5207	PFKFB1	BC096079	64653395	pJP1563	test	Homo sapiens	HsxXG002541	G09
HsCD00038633	79834	KIAA2002	XM_370878	41204979	pJP1563	test	Homo sapiens	HsxXG002541	H09
HsCD00038636	23683	PRKD3	NM_005813	6563384	pJP1563	test	Homo sapiens	HsxXG002541	A10
HsCD00038637	387851	AK3L2	XM_370688	42660039	pJP1563	test	Homo sapiens	HsxXG002541	B10
HsCD00038640	11011	TLK2	NM_006852	45643116	pJP1563	test	Homo sapiens	HsxXG002541	C10
HsCD00038646	5602	MAPK10	NM_002753	4506080	pJP1563	test	Homo sapiens	HsxXG002541	D10
HsCD00038650	701	BUB1B	BC018739	17511776	pJP1563	test	Homo sapiens	HsxXG002541	E10
HsCD00038651	130399	ACVR1C	XM_065712	20535683	pJP1563	test	Homo sapiens	HsxXG002541	F10
HsCD00038772	8491	MAP4K3	NM_003618	15451901	pJP1563	test	Homo sapiens	HsxXG002541	C11
HsCD00038773	5579	PRKCB1	BC036472	22209071	pJP1563	test	Homo sapiens	HsxXG002541	D11
HsCD00038777	11213	IRAK3	BC057800	34785939	pJP1563	test	Homo sapiens	HsxXG002541	H11
HsCD00039107	55500	ETNK1	BC006111	13543937	pJP1563	test	Homo sapiens	HsxXG002542	A01
HsCD00039206	7867	MAPKAPK3	BC007591	14043205	pJP1563	test	Homo sapiens	HsxXG002542	B01
HsCD00039108	8877	SPHK1	BC008040	14165485	pJP1563	test	Homo sapiens	HsxXG002542	C01
HsCD00039109	1152	CKB	BC019281	17939472	pJP1563	test	Homo sapiens	HsxXG002542	D01
HsCD00039110	4833	NME4	BC004880	13436121	pJP1563	test	Homo sapiens	HsxXG002542	E01
HsCD00038831	8394	PIP5K1A	BC007833	14043746	pJP1563	test	Homo sapiens	HsxXG002542	F01
HsCD00038832	5129	PCTK3	BC011526	15079360	pJP1563	test	Homo sapiens	HsxXG002542	G01
HsCD00038833	112858	C20orf64	BC009727	16307276	pJP1563	test	Homo sapiens	HsxXG002542	H01
HsCD00038834	5261	PHKG2	BC002541	12803434	pJP1563	test	Homo sapiens	HsxXG002542	A02
HsCD00039117	7371	UCK2	BC002906	12804106	pJP1563	test	Homo sapiens	HsxXG002542	B02
HsCD00038835	6790	STK6	BC006423	13623610	pJP1563	test	Homo sapiens	HsxXG002542	C02
HsCD00039147	780	DDR1	BC008716	14250529	pJP1563	test	Homo sapiens	HsxXG002542	E02
HsCD00038837	1158	CKM	BC007462	13938618	pJP1563	test	Homo sapiens	HsxXG002542	F02
HsCD00038838	4145	MATK	BC003109	13111882	pJP1563	test	Homo sapiens	HsxXG002542	G02
HsCD00038839	10295	BCKDK	BC007363	13938443	pJP1563	test	Homo sapiens	HsxXG002542	H02
HsCD00038840	2585	GALK2	BC005141	13477332	pJP1563	test	Homo sapiens	HsxXG002542	A03
HsCD00038841	5127	PCTK1	BC001048	12654444	pJP1563	test	Homo sapiens	HsxXG002542	B03
HsCD00038842	29922	NME7	BC006983	13937770	pJP1563	test	Homo sapiens	HsxXG002542	C03
HsCD00039135	5979	RET	BC004257	13279040	pJP1563	test	Homo sapiens	HsxXG002542	D03
HsCD00039118	5211	PFKL	BC007536	14043100	pJP1563	test	Homo sapiens	HsxXG002542	E03
HsCD00038843	2268	FGR	BC002836	12803974	pJP1563	test	Homo sapiens	HsxXG002542	F03
HsCD00039136	84197	FLJ23356	NM_032237	14149945	pJP1563	test	Homo sapiens	HsxXG002542	A04
HsCD00039137	8536	CAMK1	NM_003656	4580415	pJP1563	test	Homo sapiens	HsxXG002542	B04
HsCD00038845	81629	STK22D	NM_032028	14042946	pJP1563	test	Homo sapiens	HsxXG002542	C04
HsCD00038846	3984	LIMK1	NM_002314	8051616	pJP1563	test	Homo sapiens	HsxXG002542	D04
HsCD00039138	9231	DLG5	U61843	3650451	pJP1563	test	Homo sapiens	HsxXG002542	E04
HsCD00039139	5291	PIK3CB	NM_006219	5453893	pJP1563	test	Homo sapiens	HsxXG002542	F04
HsCD00039140	5592	PRKG1	NM_006258	10835241	pJP1563	test	Homo sapiens	HsxXG002542	G04
HsCD00039141	5580	PRKCD	NM_006254	5453969	pJP1563	test	Homo sapiens	HsxXG002542	H04
HsCD00038847	5586	PRKCL2	NM_006256	5453973	pJP1563	test	Homo sapiens	HsxXG002542	A05
HsCD00038848	10114	HIPK3	AF305239	10998781	pJP1563	test	Homo sapiens	HsxXG002542	B05
HsCD00038849	8395	PIP5K1B	NM_003558	4505816	pJP1563	test	Homo sapiens	HsxXG002542	C05
HsCD00039131	1608	DGKG	NM_001346	4503314	pJP1563	test	Homo sapiens	HsxXG002542	D05
HsCD00039132	6197	RPS6KA3	NM_004586	4759049	pJP1563	test	Homo sapiens	HsxXG002542	F05
HsCD00039134	27330	RPS6KA6	NM_014496	7657525	pJP1563	test	Homo sapiens	HsxXG002542	G05
HsCD00038850	5290	PIK3CA	U79143	1763625	pJP1563	test	Homo sapiens	HsxXG002542	H05
HsCD00038851	225689	ERK8	NM_139021	20502985	pJP1563	test	Homo sapiens	HsxXG002542	A06
HsCD00038852	81629	STK22C	NM_052841	17017992	pJP1563	test	Homo sapiens	HsxXG002542	B06
HsCD00039207	1453	CSNK1D	BC003558	13097701	pJP1563	test	Homo sapiens	HsxXG002542	C06
HsCD00039111	7083	TK1	BC007872	14043852	pJP1563	test	Homo sapiens	HsxXG002542	E06
HsCD00039112	2987	GUK1	BC009914	14602819	pJP1563	test	Homo sapiens	HsxXG002542	F06
HsCD00039208	6794	STK11	BC007981	14124917	pJP1563	test	Homo sapiens	HsxXG002542	G06
HsCD00038854	57761	C20orf97	BC019363	17939414	pJP1563	test	Homo sapiens	HsxXG002542	H06
HsCD00038855	91	ACVR1B	BC000254	12652986	pJP1563	test	Homo sapiens	HsxXG002542	A07
HsCD00038856	1017	CDK2	BC003065	13111755	pJP1563	test	Homo sapiens	HsxXG002542	B07
HsCD00038857	55312	RFK	BC015473	15930058	pJP1563	test	Homo sapiens	HsxXG002542	C07
HsCD00039209	1459	CSNK2A2	NM_001896	4503096	pJP1563	test	Homo sapiens	HsxXG002542	D07
HsCD00039142	5598	MAPK7	BC007992	14124937	pJP1563	test	Homo sapiens	HsxXG002542	E07
HsCD00038858	5584	PRKCI	NM_002740	4506070	pJP1563	test	Homo sapiens	HsxXG002542	F07
HsCD00038859	1111	CHEK1	NM_001274	4502802	pJP1563	test	Homo sapiens	HsxXG002542	G07
HsCD00039210	9263	STK17A	NM_004760	4758191	pJP1563	test	Homo sapiens	HsxXG002542	H07
HsCD00038860	9262	STK17B	NM_004226	4758193	pJP1563	test	Homo sapiens	HsxXG002542	A08
HsCD00038861	5608	MAP2K6	NM_002758	14589899	pJP1563	test	Homo sapiens	HsxXG002542	B08
HsCD00039143	5601	MAPK9	NM_139069	21237741	pJP1563	test	Homo sapiens	HsxXG002542	C08
HsCD00038862	4067	LYN	NM_002350	4505054	pJP1563	test	Homo sapiens	HsxXG002542	D08
HsCD00038863	10000	AKT3	NM_005465	4885548	pJP1563	test	Homo sapiens	HsxXG002542	E08
HsCD00038864	1021	CDK6	NM_001259	4502740	pJP1563	test	Homo sapiens	HsxXG002542	F08
HsCD00039211	2444	FRK	NM_002031	4503786	pJP1563	test	Homo sapiens	HsxXG002542	G08
HsCD00038865	815	CAMK2A	NM_171825	25952117	pJP1563	test	Homo sapiens	HsxXG002542	H08
HsCD00038866	8428	STK24	BC035578	23274190	pJP1563	test	Homo sapiens	HsxXG002542	A09
HsCD00038867	6198	RPS6KB1	NM_003161	4506736	pJP1563	test	Homo sapiens	HsxXG002542	B09
HsCD00038868	7525	YES1	NM_005433	4885660	pJP1563	test	Homo sapiens	HsxXG002542	C09
HsCD00038869	1195	CLK4	NM_020666	10190705	pJP1563	test	Homo sapiens	HsxXG002542	D09
HsCD00039144	9261	MAPKAPK2	NM_004759	14589905	pJP1563	test	Homo sapiens	HsxXG002542	E09
HsCD00038870	1326	MAP3K8	NM_005204	4885146	pJP1563	test	Homo sapiens	HsxXG002542	F09
HsCD00038871	5562	PRKAA1	AF100763	5410311	pJP1563	test	Homo sapiens	HsxXG002542	G09
HsCD00038872	2872	MKNK2	NM_017572	9994196	pJP1563	test	Homo sapiens	HsxXG002542	H09
HsCD00038873	1196	CLK2	NM_001291	4557476	pJP1563	test	Homo sapiens	HsxXG002542	A10
HsCD00038874	1455	CSNK1G2	NM_001319	11079647	pJP1563	test	Homo sapiens	HsxXG002542	B10
HsCD00039212	695	BTK	NM_000061	4557376	pJP1563	test	Homo sapiens	HsxXG002542	C10
HsCD00038875	3702	ITK	NM_005546	15718679	pJP1563	test	Homo sapiens	HsxXG002542	D10
HsCD00038876	2869	GPRK5	NM_005308	4885348	pJP1563	test	Homo sapiens	HsxXG002542	E10
HsCD00038877	7006	TEC	NM_003215	4507428	pJP1563	test	Homo sapiens	HsxXG002542	F10
HsCD00038878	5232	PGK2	NM_138733	20270258	pJP1563	test	Homo sapiens	HsxXG002542	G10
HsCD00038879	5681	PSKH1	XM_043047	18598594	pJP1563	test	Homo sapiens	HsxXG002542	H10
HsCD00038880	92335	LYK5	XM_044379	20559344	pJP1563	test	Homo sapiens	HsxXG002542	A11
HsCD00038881	23012	STK38L	XM_044823	20553381	pJP1563	test	Homo sapiens	HsxXG002542	B11
HsCD00039113	27010	TPK1	NM_022445	11990617	pJP1563	test	Homo sapiens	HsxXG002542	C11
HsCD00039189	814	CAMK4	NM_001744	4502556	pJP1563	test	Homo sapiens	HsxXG002542	D11
HsCD00038882	51231	LOC51231	NM_016440	7705992	pJP1563	test	Homo sapiens	HsxXG002542	E11
HsCD00038883	55300	PI4K2B	NM_018323	8922868	pJP1563	test	Homo sapiens	HsxXG002542	F11
HsCD00038884	9088	PKMYT1	NM_004203	4758927	pJP1563	test	Homo sapiens	HsxXG002542	G11
HsCD00038885	94	ACVRL1	NM_000020	4557242	pJP1563	test	Homo sapiens	HsxXG002542	H11
HsCD00038767	805	CALM2	BC006464	13623674	pJP1563	test	Homo sapiens	HsxXG002543	A01
HsCD00038769	808	CALM3	BC005137	13477324	pJP1563	test	Homo sapiens	HsxXG002543	B01
HsCD00039183	51347	JIK	BC002756	12803830	pJP1563	test	Homo sapiens	HsxXG002543	C01
HsCD00038770	801	CALM1	BC000454	12653368	pJP1563	test	Homo sapiens	HsxXG002543	D01
HsCD00038778	11035	RIPK3	BC062584	38512227	pJP1563	test	Homo sapiens	HsxXG002543	F01
HsCD00038779	4881	NPR1	BC063304	38649261	pJP1563	test	Homo sapiens	HsxXG002543	G01
HsCD00038780	10420	TESK2	BC033085	21620010	pJP1563	test	Homo sapiens	HsxXG002543	H01
HsCD00038781	4217	MAP3K5	BC054503	34193967	pJP1563	test	Homo sapiens	HsxXG002543	A02
HsCD00038782	26576	STK23	BC092416	62530966	pJP1563	test	Homo sapiens	HsxXG002543	B02
HsCD00038783	85366	MYLK2	BC092413	62204958	pJP1563	test	Homo sapiens	HsxXG002543	C02
HsCD00038784	169436	C9orf96	BC036504	34191427	pJP1563	test	Homo sapiens	HsxXG002543	D02
HsCD00038785	4882	NPR2	BC096343	64654919	pJP1563	test	Homo sapiens	HsxXG002543	E02
HsCD00038786	2049	EPHB3	BC052968	31418207	pJP1563	test	Homo sapiens	HsxXG002543	F02
HsCD00038787	6357	SCYL1	AAH69233	46812690	pJP1563	test	Homo sapiens	HsxXG002543	G02
HsCD00038788	8491	MAP4K3	BC071579	47940445	pJP1563	test	Homo sapiens	HsxXG002543	H02
HsCD00038789	1609	DGKQ	BC063801	39645109	pJP1563	test	Homo sapiens	HsxXG002543	A03
HsCD00038790	3815	KIT	BC071593	47938801	pJP1563	test	Homo sapiens	HsxXG002543	B03
HsCD00038791	83903	GSG2	BC047457	28958190	pJP1563	test	Homo sapiens	HsxXG002543	C03
HsCD00038792	6046	BRD2	BC063840	39645316	pJP1563	test	Homo sapiens	HsxXG002543	D03
HsCD00038793	117283	IHPK3	BC089389	58477488	pJP1563	test	Homo sapiens	HsxXG002543	E03
HsCD00038794	25778	RIPK5	BC053627	31657170	pJP1563	test	Homo sapiens	HsxXG002543	F03
HsCD00039079	6795	AURKC	NM_003160	4507272	pJP1563	test	Homo sapiens	HsxXG002543	G03
HsCD00039080	6795	AURKC	NM_003160	4507272	pJP1563	test	Homo sapiens	HsxXG002543	H03
HsCD00039081	5596	MAPK4	NM_002747	6715608	pJP1563	test	Homo sapiens	HsxXG002543	A04
HsCD00039158	80216	ALPK1	NM_025144	21361968	pJP1563	test	Homo sapiens	HsxXG002543	B04
HsCD00039083	51086	TNNI3K	NM_015978	7705747	pJP1563	test	Homo sapiens	HsxXG002543	C04
HsCD00038703	7272	TTK	BC032858	23271248	pJP1563	test	Homo sapiens	HsxXG002543	D04
HsCD00039084	56164	STK31	BC059374	37747869	pJP1563	test	Homo sapiens	HsxXG002543	E04
HsCD00038719	4356	MPP3	BC056865	34785138	pJP1563	test	Homo sapiens	HsxXG002543	F04
HsCD00038720	160851	DGKH	BC043292	34193288	pJP1563	test	Homo sapiens	HsxXG002543	G04
HsCD00039085	3551	IKBKB	NM_001556	41352711	pJP1563	test	Homo sapiens	HsxXG002543	H04
HsCD00038766	805	CALM2	BC006464	13623674	pJP1563	test	Homo sapiens	HsxXG002543	B05
HsCD00038768	808	CALM3	BC005137	13477324	pJP1563	test	Homo sapiens	HsxXG002543	C05
HsCD00038771	2047	EPHB1	NM_004441	21396502	pJP1563	test	Homo sapiens	HsxXG002543	D05
HsCD00038774	5582	PRKCG	BC047876	28839170	pJP1563	test	Homo sapiens	HsxXG002543	E05
HsCD00038776	51265	CDKL3	BC041799	27469696	pJP1563	test	Homo sapiens	HsxXG002543	F05
HsCD00038836	79012	MGC8407	BC005828	13543325	pJP1563	test	Homo sapiens	HsxXG002543	G05
HsCD00038844	8566	PDXK	BC000123	12652744	pJP1563	test	Homo sapiens	HsxXG002543	H05
HsCD00039133	6793	STK10	NM_005990	5174700	pJP1563	test	Homo sapiens	HsxXG002543	A06
HsCD00038853	10201	NME6	BC001808	12804744	pJP1563	test	Homo sapiens	HsxXG002543	B06
HsCD00038710	2042	EPHA3	BC063282	38648756	pJP1563	test	Homo sapiens	HsxXG002543	H06
HsCD00038711	8569	MKNK1	BC002755	12803828	pJP1563	test	Homo sapiens	HsxXG002543	A07
HsCD00038775	9807	IHPK1	BC012944	15277916	pJP1563	test	Homo sapiens	HsxXG002543	B07
HsCD00038886	7083	TK2	NM_004614	10281329	pJP1563	test	Homo sapiens	HsxXG002544	A01
HsCD00039145	3055	HCK	NM_002110	4504356	pJP1563	test	Homo sapiens	HsxXG002544	B01
HsCD00038887	204	AK2	NM_001625	4502012	pJP1563	test	Homo sapiens	HsxXG002544	C01
HsCD00038888	640	BLK	NM_001715	4502412	pJP1563	test	Homo sapiens	HsxXG002544	D01
HsCD00038889	8780	SUDD	NM_003831	4507298	pJP1563	test	Homo sapiens	HsxXG002544	E01
HsCD00038890	5128	PCTK2	BC033005	21542570	pJP1563	test	Homo sapiens	HsxXG002544	F01
HsCD00038891	64122	FN3K	NM_022158	11545905	pJP1563	test	Homo sapiens	HsxXG002544	G01
HsCD00038892	7294	TXK	NM_003328	4507742	pJP1563	test	Homo sapiens	HsxXG002544	H01
HsCD00038893	64080	RBSK	NM_022128	11545854	pJP1563	test	Homo sapiens	HsxXG002544	A02
HsCD00038894	54963	URKL1	NM_017859	8923486	pJP1563	test	Homo sapiens	HsxXG002544	B02
HsCD00038895	57118	CKLiK	NM_020397	9966874	pJP1563	test	Homo sapiens	HsxXG002544	C02
HsCD00038896	7048	TGFBR2	NM_003242	4507468	pJP1563	test	Homo sapiens	HsxXG002544	D02
HsCD00038897	10110	SGK2	NM_016276	7706698	pJP1563	test	Homo sapiens	HsxXG002544	E02
HsCD00038898	1120	CHKL	NM_005198	6978648	pJP1563	test	Homo sapiens	HsxXG002544	F02
HsCD00038899	7443	VRK1	NM_003384	4507902	pJP1563	test	Homo sapiens	HsxXG002544	G02
HsCD00038900	9149	DYRK1B	NM_006483	5921998	pJP1563	test	Homo sapiens	HsxXG002544	H02
HsCD00038901	5166	PDK4	NM_002612	4505692	pJP1563	test	Homo sapiens	HsxXG002544	A03
HsCD00039194	51765	RP6-213H19.1	AF344883	13549068	pJP1563	test	Homo sapiens	HsxXG002544	B03
HsCD00038902	167359	MGC42105	XM_094437	20545356	pJP1563	test	Homo sapiens	HsxXG002544	C03
HsCD00038903	11329	STK38	NM_007271	6005813	pJP1563	test	Homo sapiens	HsxXG002544	D03
HsCD00038904	57172	CAMK1G	NM_020439	14196444	pJP1563	test	Homo sapiens	HsxXG002544	E03
HsCD00038905	79837	FLJ22055	NM_024779	13376135	pJP1563	test	Homo sapiens	HsxXG002544	F03
HsCD00038906	205	AK3	NM_013410	8051578	pJP1563	test	Homo sapiens	HsxXG002544	G03
HsCD00038907	7444	VRK2	NM_006296	5454163	pJP1563	test	Homo sapiens	HsxXG002544	H03
HsCD00038908	1633	DCK	NM_000788	4503268	pJP1563	test	Homo sapiens	HsxXG002544	A04
HsCD00039195	90	ACVR1	NM_001105	10862690	pJP1563	test	Homo sapiens	HsxXG002544	B04
HsCD00038909	140609	NEK7	NM_133494	19424131	pJP1563	test	Homo sapiens	HsxXG002544	C04
HsCD00038910	5292	PIM1	NM_002648	4505810	pJP1563	test	Homo sapiens	HsxXG002544	D04
HsCD00038911	5634	PRPS2	NM_002765	4506128	pJP1563	test	Homo sapiens	HsxXG002544	E04
HsCD00038912	2645	GK	NM_000167	4504006	pJP1563	test	Homo sapiens	HsxXG002544	F04
HsCD00038913	8859	STK19	NM_004197	4759179	pJP1563	test	Homo sapiens	HsxXG002544	G04
HsCD00038914	269	AMHR2	NM_020547	10198655	pJP1563	test	Homo sapiens	HsxXG002544	H04
HsCD00038915	55750	FLJ10842	NM_018238	8922700	pJP1563	test	Homo sapiens	HsxXG002544	A05
HsCD00039196	9641	IKBKE	NM_014002	7661945	pJP1563	test	Homo sapiens	HsxXG002544	B05
HsCD00038916	2043	EPHA4	NM_004438	4758279	pJP1563	test	Homo sapiens	HsxXG002544	C05
HsCD00039198	1606	DGKA	NM_001345	11415023	pJP1563	test	Homo sapiens	HsxXG002544	D05
HsCD00038917	23729	CARKL	BC020543	18088235	pJP1563	test	Homo sapiens	HsxXG002544	E05
HsCD00039146	660	BMX	BC016652	16741711	pJP1563	test	Homo sapiens	HsxXG002544	F05
HsCD00039114	9061	PAPSS1	BC011392	15030251	pJP1563	test	Homo sapiens	HsxXG002544	G05
HsCD00039115	4830	NME1	BC000293	12653056	pJP1563	test	Homo sapiens	HsxXG002544	H05
HsCD00039116	5297	PIK4CA	BC018120	17390265	pJP1563	test	Homo sapiens	HsxXG002544	A06
HsCD00038918	54986	FLJ20574	BC014794	15928647	pJP1563	test	Homo sapiens	HsxXG002544	B06
HsCD00038919	23678	SGKL	BC015326	15929809	pJP1563	test	Homo sapiens	HsxXG002544	C06
HsCD00039197	5165	PDK3	BC015948	16198532	pJP1563	test	Homo sapiens	HsxXG002544	D06
HsCD00039176	5289	PIK3C3	NM_002647	34761063	pJP1563	test	Homo sapiens	HsxXG002544	E06
HsCD00038920	5170	PDPK1	NM_002613	4505694	pJP1563	test	Homo sapiens	HsxXG002544	F06
HsCD00038921	3611	ILK	NM_004517	4758605	pJP1563	test	Homo sapiens	HsxXG002544	G06
HsCD00038922	6195	RPS6KA1	NM_002953	4506732	pJP1563	test	Homo sapiens	HsxXG002544	H06
HsCD00038923	3101	HK3	NM_002115	4504394	pJP1563	test	Homo sapiens	HsxXG002544	A07
HsCD00038924	5163	PDK1	NM_002610	7108358	pJP1563	test	Homo sapiens	HsxXG002544	B07
HsCD00038925	5305	PIP5K2A	NM_005028	6857819	pJP1563	test	Homo sapiens	HsxXG002544	C07
HsCD00038926	57144	PAK7	XM_045653	18592374	pJP1563	test	Homo sapiens	HsxXG002544	D07
HsCD00038927	5597	MAPK6	NM_002748	4506090	pJP1563	test	Homo sapiens	HsxXG002544	E07
HsCD00038928	3654	IRAK1	NM_001569	4755143	pJP1563	test	Homo sapiens	HsxXG002544	F07
HsCD00038929	6732	SRPK1	NM_003137	15834623	pJP1563	test	Homo sapiens	HsxXG002544	G07
HsCD00038930	9020	MAP3K14	NM_003954	4505396	pJP1563	test	Homo sapiens	HsxXG002544	H07
HsCD00039170	5210	PFKFB4	NM_004567	4758901	pJP1563	test	Homo sapiens	HsxXG002544	A08
